CENTRAL POLLUTION CONTROL BOARD,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,
"Date: Thursday, Feb 22 2024",,,,,,
Time: 02:39:33 PM,,,,,,
State,Delhi,,,,,
City,Delhi,,,,,
Station,"Anand Vihar, Delhi - DPCC",,,,,
Parameter,"PM2.5,PM10,NO,NOx,Benzene",,,,,
AvgPeriod,24 Hours,,,,,
From,05-02-2022T00:00:00Z 00:00,,,,,
To,05-02-2024T00:00:59Z 00:00,,,,,
,,,,,,
"Anand Vihar, Delhi - DPCC",,,,,,
Prescribed Standards, ,0-60,0-100,0-80,0-200,0-5
Exceeding Standards, ,NA,NA,NA,NA,NA
Remarks,,,,,,
From Date,To Date,PM2.5,PM10,NO,NOx,Benzene
05-02-2022 00:00,06-02-2022 00:00,208.28,448.8,110.72,145.17,5.2
06-02-2022 00:00,07-02-2022 00:00,311.59,486.09,144.2,208.26,7.52
07-02-2022 00:00,08-02-2022 00:00,188.46,464.77,128.95,148.18,4.55
08-02-2022 00:00,09-02-2022 00:00,203.21,513.61,193.97,204.45,4.94
09-02-2022 00:00,10-02-2022 00:00,108.95,264.92,68.29,87,2.75
10-02-2022 00:00,11-02-2022 00:00,97.85,441.52,148.52,159.05,3.1
11-02-2022 00:00,12-02-2022 00:00,136.32,505.47,140.5,157.39,3.39
12-02-2022 00:00,13-02-2022 00:00,104.36,385.46,140.8,161.73,4.15
13-02-2022 00:00,14-02-2022 00:00,211.73,528.24,150.12,197.94,7.12
14-02-2022 00:00,15-02-2022 00:00,167.89,482.14,117.66,170.75,4.88
15-02-2022 00:00,16-02-2022 00:00,104.49,393.82,116.8,144.91,4.07
16-02-2022 00:00,17-02-2022 00:00,232.69,569.14,164.1,202.38,7.48
17-02-2022 00:00,18-02-2022 00:00,162.28,381.53,135.33,156.16,5.4
18-02-2022 00:00,19-02-2022 00:00,161.29,434.59,188.15,211.28,5.95
19-02-2022 00:00,20-02-2022 00:00,96.09,311.04,153.15,164.4,4.06
20-02-2022 00:00,21-02-2022 00:00,88.91,250.93,101.69,119.31,2
21-02-2022 00:00,22-02-2022 00:00,114.74,334.51,124.57,138.33,3.9
22-02-2022 00:00,23-02-2022 00:00,138.89,335.64,59.18,74.92,4.11
23-02-2022 00:00,24-02-2022 00:00,120.76,201.86,51.67,70.35,2.03
24-02-2022 00:00,25-02-2022 00:00,175.07,322.85,95.75,117.17,4.96
25-02-2022 00:00,26-02-2022 00:00,153.79,262.01,70.66,88.78,1.9
26-02-2022 00:00,27-02-2022 00:00,33.14,89.16,25.58,40.4,1.2
27-02-2022 00:00,28-02-2022 00:00,52.43,165.19,56.1,70.14,1.56
28-02-2022 00:00,01-03-2022 00:00,66.82,238.64,102.03,115.3,2.38
01-03-2022 00:00,02-03-2022 00:00,89.45,252.15,110.45,126.66,3.2
02-03-2022 00:00,03-03-2022 00:00,120.36,310.92,138.81,159.68,4.66
03-03-2022 00:00,04-03-2022 00:00,91.66,189.07,37.1,58.21,2.88
04-03-2022 00:00,05-03-2022 00:00,71.64,234.59,57.26,70.9,1.93
05-03-2022 00:00,06-03-2022 00:00,70.92,217.37,64.68,61.86,1.89
06-03-2022 00:00,07-03-2022 00:00,96.95,277.23,52.95,25.81,2.87
07-03-2022 00:00,08-03-2022 00:00,172.7,456.99,101.27,68.99,5.43
08-03-2022 00:00,09-03-2022 00:00,147.49,320.23,69.73,44.34,4.67
09-03-2022 00:00,10-03-2022 00:00,73.79,249,39.8,42.27,2.98
10-03-2022 00:00,11-03-2022 00:00,68.43,266.67,29.84,38.47,2.39
11-03-2022 00:00,12-03-2022 00:00,72.9,280.41,25.89,40.44,2.67
12-03-2022 00:00,13-03-2022 00:00,77.71,350,39.46,56.01,4.06
13-03-2022 00:00,14-03-2022 00:00,95.73,353.74,39.73,59.03,4.47
14-03-2022 00:00,15-03-2022 00:00,127.2,356.61,47.74,64.38,4.87
15-03-2022 00:00,16-03-2022 00:00,108.42,299.73,39.39,57.25,4.42
16-03-2022 00:00,17-03-2022 00:00,92.45,302.24,33.82,51.25,2.94
17-03-2022 00:00,18-03-2022 00:00,126.03,282,42.2,50.7,3.69
18-03-2022 00:00,19-03-2022 00:00,127.9,214.58,None,None,3.54
19-03-2022 00:00,20-03-2022 00:00,113.2,233.5,None,112.23,3.93
20-03-2022 00:00,21-03-2022 00:00,114.59,303.88,94.2,152.48,4.45
21-03-2022 00:00,22-03-2022 00:00,147.04,371.34,None,156.7,5.74
22-03-2022 00:00,23-03-2022 00:00,76.03,248.08,85.55,130.6,2.34
23-03-2022 00:00,24-03-2022 00:00,110.48,325.44,245.88,204.21,4.13
24-03-2022 00:00,25-03-2022 00:00,148.01,430.97,208.17,231.83,6.77
25-03-2022 00:00,26-03-2022 00:00,91.96,271.48,137.7,163.57,3.1
26-03-2022 00:00,27-03-2022 00:00,87.28,302.71,150.07,177.68,2.83
27-03-2022 00:00,28-03-2022 00:00,112.5,378.32,119.61,159.36,4.73
28-03-2022 00:00,29-03-2022 00:00,131.01,442.71,111.48,154.71,6.95
29-03-2022 00:00,30-03-2022 00:00,164.91,406.92,189.38,225.67,7.58
30-03-2022 00:00,31-03-2022 00:00,159.9,420.28,193.39,232.59,6.15
31-03-2022 00:00,01-04-2022 00:00,168.52,388.58,110.69,153.14,7.93
01-04-2022 00:00,02-04-2022 00:00,78.71,208.01,136.64,162.84,3.4
02-04-2022 00:00,03-04-2022 00:00,120.11,257.18,153.34,214.34,5.06
03-04-2022 00:00,04-04-2022 00:00,127.13,254.65,62.13,107.4,5.93
04-04-2022 00:00,05-04-2022 00:00,134.4,292.82,198.5,227.51,5.59
05-04-2022 00:00,06-04-2022 00:00,111.17,268.52,176.73,211.74,4.75
06-04-2022 00:00,07-04-2022 00:00,149.84,295.5,180.86,223.46,6.81
07-04-2022 00:00,08-04-2022 00:00,145.59,304.79,192.21,224.84,7.12
08-04-2022 00:00,09-04-2022 00:00,131.7,290.82,149.2,188.69,6.1
09-04-2022 00:00,10-04-2022 00:00,141.54,322.83,165.4,220.59,6.36
10-04-2022 00:00,11-04-2022 00:00,139.16,313.91,197.28,225.49,6.94
11-04-2022 00:00,12-04-2022 00:00,129.89,363.48,167,207.68,5.61
12-04-2022 00:00,13-04-2022 00:00,141.17,321.54,211.75,231.81,6.54
13-04-2022 00:00,14-04-2022 00:00,160.67,473.34,178.17,209.96,5.29
14-04-2022 00:00,15-04-2022 00:00,97.04,396.42,97.78,128.81,2.26
15-04-2022 00:00,16-04-2022 00:00,87.24,287.02,55.38,104.12,3.37
16-04-2022 00:00,17-04-2022 00:00,124.21,307.2,95.23,138.42,3.97
17-04-2022 00:00,18-04-2022 00:00,143.17,361.64,113.18,156.08,5.45
18-04-2022 00:00,19-04-2022 00:00,143.55,456.52,123.57,177.66,5.41
19-04-2022 00:00,20-04-2022 00:00,184.82,511.89,218.17,254.82,7.44
20-04-2022 00:00,21-04-2022 00:00,97,348.58,186.09,204.71,4.68
21-04-2022 00:00,22-04-2022 00:00,124.84,431.48,155.99,172.77,3.79
22-04-2022 00:00,23-04-2022 00:00,127.05,312.69,72.41,106.03,3.99
23-04-2022 00:00,24-04-2022 00:00,140.7,349.35,146.88,174.11,4.04
24-04-2022 00:00,25-04-2022 00:00,145.05,332.4,103.67,133.68,2.3
25-04-2022 00:00,26-04-2022 00:00,122.94,322.13,85.54,112.82,1.77
26-04-2022 00:00,27-04-2022 00:00,110.88,275.87,114.18,142.87,3.29
27-04-2022 00:00,28-04-2022 00:00,240.36,436.24,153.97,188.18,5.71
28-04-2022 00:00,29-04-2022 00:00,170.88,442.5,101.8,156.85,5.63
29-04-2022 00:00,30-04-2022 00:00,172.42,425.75,241.24,272.27,6.03
30-04-2022 00:00,01-05-2022 00:00,165,406.28,175.43,213.77,4.29
01-05-2022 00:00,02-05-2022 00:00,101.36,371.55,13.3,34.83,3.59
02-05-2022 00:00,03-05-2022 00:00,70.26,252.83,12.97,35.16,3.06
03-05-2022 00:00,04-05-2022 00:00,90.33,311.91,21.99,63.29,3.15
04-05-2022 00:00,05-05-2022 00:00,67.89,244.83,19.95,49.15,2.46
05-05-2022 00:00,06-05-2022 00:00,88.11,264.46,60.26,111.27,3.59
06-05-2022 00:00,07-05-2022 00:00,131.64,355.29,82.95,136.28,4.8
07-05-2022 00:00,08-05-2022 00:00,108.57,360.49,133.68,190.39,4.46
08-05-2022 00:00,09-05-2022 00:00,80.07,218.26,13.64,51.16,2.48
09-05-2022 00:00,10-05-2022 00:00,63.93,154.96,11.96,38.89,1.92
10-05-2022 00:00,11-05-2022 00:00,58.82,157.93,14.59,43.04,1.94
11-05-2022 00:00,12-05-2022 00:00,60.19,164.1,12.62,44.07,2.37
12-05-2022 00:00,13-05-2022 00:00,67.75,165.55,15.11,52.16,2.62
13-05-2022 00:00,14-05-2022 00:00,78.85,283.32,55.9,84.35,3.91
14-05-2022 00:00,15-05-2022 00:00,120.98,401.54,182.91,241.14,5.94
15-05-2022 00:00,16-05-2022 00:00,137.23,369.12,135.09,190.67,5.49
16-05-2022 00:00,17-05-2022 00:00,99.47,397.11,162.7,188.28,3.04
17-05-2022 00:00,18-05-2022 00:00,99.14,212.25,20.48,62.54,2.3
18-05-2022 00:00,19-05-2022 00:00,75.43,238.06,28.66,70.56,3.01
19-05-2022 00:00,20-05-2022 00:00,90.65,255.18,28.78,80.34,3
20-05-2022 00:00,21-05-2022 00:00,112.99,400.88,65.02,120.38,4.6
21-05-2022 00:00,22-05-2022 00:00,90.28,428.84,64.22,98.45,1.26
22-05-2022 00:00,23-05-2022 00:00,69.22,247.42,42.02,74.33,1.59
23-05-2022 00:00,24-05-2022 00:00,39.83,131.65,19.33,42.41,0.97
24-05-2022 00:00,25-05-2022 00:00,38.45,96.57,20.71,50.85,1.13
25-05-2022 00:00,26-05-2022 00:00,91.58,294.52,94.32,137.75,3.41
26-05-2022 00:00,27-05-2022 00:00,123.01,357.14,72.54,130.56,4.14
27-05-2022 00:00,28-05-2022 00:00,95.74,325,86.38,135.01,2.21
28-05-2022 00:00,29-05-2022 00:00,92.82,419.31,51.4,87.97,2.08
29-05-2022 00:00,30-05-2022 00:00,92.68,330.39,58.01,82.58,1.58
30-05-2022 00:00,31-05-2022 00:00,75.7,220.47,58.85,78.99,2.15
31-05-2022 00:00,01-06-2022 00:00,123.13,394.2,101.66,136.93,5.82
01-06-2022 00:00,02-06-2022 00:00,135.61,516.19,173.97,208.34,4.81
02-06-2022 00:00,03-06-2022 00:00,105.79,430.89,153.93,179.79,4.09
03-06-2022 00:00,04-06-2022 00:00,125.65,455.67,191.16,218.32,5.76
04-06-2022 00:00,05-06-2022 00:00,111.39,446.71,122.36,151.37,6.13
05-06-2022 00:00,06-06-2022 00:00,81.18,399.49,166.01,193.02,2.4
06-06-2022 00:00,07-06-2022 00:00,74.75,331.58,146.39,174.86,2.72
07-06-2022 00:00,08-06-2022 00:00,117.08,441.42,208.39,230.93,3.19
08-06-2022 00:00,09-06-2022 00:00,122.16,507.21,169.25,181.74,3.18
09-06-2022 00:00,10-06-2022 00:00,49.61,375.44,148.25,170.89,2.91
10-06-2022 00:00,11-06-2022 00:00,82.48,459.86,187.67,201.36,2.4
11-06-2022 00:00,12-06-2022 00:00,89.47,447.61,190.55,202.95,3.55
12-06-2022 00:00,13-06-2022 00:00,100.65,362.31,156.31,174.85,2.72
13-06-2022 00:00,14-06-2022 00:00,81.9,311.08,121.67,139.9,1.97
14-06-2022 00:00,15-06-2022 00:00,86.76,331.75,109.22,122.22,1.34
15-06-2022 00:00,16-06-2022 00:00,46.35,200.56,91.75,108.45,1.24
16-06-2022 00:00,17-06-2022 00:00,39.93,163.07,73.71,98.86,1.32
17-06-2022 00:00,18-06-2022 00:00,35.75,103.43,55.24,78.38,1.56
18-06-2022 00:00,19-06-2022 00:00,41.87,119.49,43.54,65.65,1.75
19-06-2022 00:00,20-06-2022 00:00,65.34,249.9,76.5,100.1,2.53
20-06-2022 00:00,21-06-2022 00:00,67.15,253.95,58.5,87.31,1.99
21-06-2022 00:00,22-06-2022 00:00,56.41,155.22,29.78,58.98,1.62
22-06-2022 00:00,23-06-2022 00:00,69.82,239.9,38.73,60.8,1.44
23-06-2022 00:00,24-06-2022 00:00,69.26,259.37,59.33,83.23,1.3
24-06-2022 00:00,25-06-2022 00:00,94.78,326.09,83.11,111.57,2.29
25-06-2022 00:00,26-06-2022 00:00,141.11,372.32,95.21,129.65,3.59
26-06-2022 00:00,27-06-2022 00:00,70.8,166.54,13.68,34.34,1.31
27-06-2022 00:00,28-06-2022 00:00,57.9,132.95,10.36,28.26,1.19
28-06-2022 00:00,29-06-2022 00:00,80.19,171.28,12.62,35.67,1.42
29-06-2022 00:00,30-06-2022 00:00,62.64,148.97,14.93,34.8,1.23
30-06-2022 00:00,01-07-2022 00:00,37.84,58.11,24.58,46.04,1.31
01-07-2022 00:00,02-07-2022 00:00,41.25,68.36,29.68,51.75,1.5
02-07-2022 00:00,03-07-2022 00:00,66.06,116.08,22.39,42.77,1.84
03-07-2022 00:00,04-07-2022 00:00,49.68,93.17,36.59,52.64,1.7
04-07-2022 00:00,05-07-2022 00:00,78.01,167.77,37.9,71.92,2.2
05-07-2022 00:00,06-07-2022 00:00,65.44,132.15,15.53,38.27,1.18
06-07-2022 00:00,07-07-2022 00:00,54.52,116.93,15.54,37.27,1.15
07-07-2022 00:00,08-07-2022 00:00,43.79,114.86,15.33,34.78,0.97
08-07-2022 00:00,09-07-2022 00:00,40.77,112.58,15.88,38.64,0.85
09-07-2022 00:00,10-07-2022 00:00,40.41,114.71,17.65,38.67,1.14
10-07-2022 00:00,11-07-2022 00:00,44.81,129.27,25.01,44.69,1.09
11-07-2022 00:00,12-07-2022 00:00,52.77,175.73,45.48,68.59,1.72
12-07-2022 00:00,13-07-2022 00:00,53.1,145.81,46.32,72.65,1.76
13-07-2022 00:00,14-07-2022 00:00,36.35,121.73,31.31,50.43,1.15
14-07-2022 00:00,15-07-2022 00:00,41.12,146.47,37.67,56.93,1.33
15-07-2022 00:00,16-07-2022 00:00,32,128.2,25.86,43.7,1.07
16-07-2022 00:00,17-07-2022 00:00,22.43,73.52,49.18,65.51,1.12
17-07-2022 00:00,18-07-2022 00:00,26.12,68.04,35.14,56.02,0.84
18-07-2022 00:00,19-07-2022 00:00,47.38,178.89,39.13,65.81,1.9
19-07-2022 00:00,20-07-2022 00:00,62.37,250.82,41.47,81.26,1.97
20-07-2022 00:00,21-07-2022 00:00,39.09,161.88,93.91,113.56,1.5
21-07-2022 00:00,22-07-2022 00:00,53.23,144.62,44.06,72.9,1.43
22-07-2022 00:00,23-07-2022 00:00,51.22,113.73,51.53,74.47,1.66
23-07-2022 00:00,24-07-2022 00:00,29.39,75.4,16.31,34.14,0.86
24-07-2022 00:00,25-07-2022 00:00,27.01,118.04,18.13,32.92,0.78
25-07-2022 00:00,26-07-2022 00:00,21.18,70.54,10.36,24.51,0.55
26-07-2022 00:00,27-07-2022 00:00,31.25,75.6,10.63,24.27,0.65
27-07-2022 00:00,28-07-2022 00:00,48.24,99.2,8.88,28.05,1.02
28-07-2022 00:00,29-07-2022 00:00,23.38,187.14,85.93,97.45,1.46
29-07-2022 00:00,30-07-2022 00:00,25.7,254.62,79.54,85.56,1.09
30-07-2022 00:00,31-07-2022 00:00,32.33,118.23,80.48,87.94,1.96
31-07-2022 00:00,01-08-2022 00:00,34.72,86.49,59.87,72.41,1.19
01-08-2022 00:00,02-08-2022 00:00,41.99,121.47,102.35,109,1.32
02-08-2022 00:00,03-08-2022 00:00,54.03,345.55,105.49,116.09,1.19
03-08-2022 00:00,04-08-2022 00:00,61.62,269.7,62.99,85.08,1.95
04-08-2022 00:00,05-08-2022 00:00,47.02,119.28,17.39,34.72,1.05
05-08-2022 00:00,06-08-2022 00:00,45.45,96.66,42.64,54.11,1.11
06-08-2022 00:00,07-08-2022 00:00,60.65,152.81,40.04,68.25,1.56
07-08-2022 00:00,08-08-2022 00:00,57.76,148.94,33.75,47.91,1
08-08-2022 00:00,09-08-2022 00:00,50.99,152.41,36.42,62.35,1.05
09-08-2022 00:00,10-08-2022 00:00,48.96,141.03,21.49,45.42,0.94
10-08-2022 00:00,11-08-2022 00:00,28.65,117.06,21.13,47.38,0.79
11-08-2022 00:00,12-08-2022 00:00,19.46,99.81,24.41,38.02,0.46
12-08-2022 00:00,13-08-2022 00:00,23.28,95.22,16.2,31.53,0.51
13-08-2022 00:00,14-08-2022 00:00,30.55,100.47,32.04,48.73,0.56
14-08-2022 00:00,15-08-2022 00:00,38.74,209.67,66.51,81.28,0.74
15-08-2022 00:00,16-08-2022 00:00,20.02,100.1,21.79,33.25,0.53
16-08-2022 00:00,17-08-2022 00:00,16.61,73.12,13.11,27.34,0.45
17-08-2022 00:00,18-08-2022 00:00,14.2,54.22,14.63,31.26,0.51
18-08-2022 00:00,19-08-2022 00:00,28.82,227.65,79.47,95.2,0.76
19-08-2022 00:00,20-08-2022 00:00,27.72,264.76,78.14,86.81,0.71
20-08-2022 00:00,21-08-2022 00:00,45.9,228.57,80.98,98.31,1.25
21-08-2022 00:00,22-08-2022 00:00,63.45,285.72,65.79,80.5,1.04
22-08-2022 00:00,23-08-2022 00:00,38.41,134.99,19.86,34.28,0.76
23-08-2022 00:00,24-08-2022 00:00,25.01,96.76,10.85,24.13,0.53
24-08-2022 00:00,25-08-2022 00:00,22.24,65.68,13.81,27.38,0.6
25-08-2022 00:00,26-08-2022 00:00,50.9,228.76,53.92,76.88,1.01
26-08-2022 00:00,27-08-2022 00:00,53.26,294.7,87.26,98.53,0.95
27-08-2022 00:00,28-08-2022 00:00,43.18,290.55,82.86,91.2,0.96
28-08-2022 00:00,29-08-2022 00:00,50.24,294.1,102.16,110.07,0.89
29-08-2022 00:00,30-08-2022 00:00,52.33,237.55,62.84,78.51,0.94
30-08-2022 00:00,31-08-2022 00:00,64.18,232.73,80.51,106.9,1.47
31-08-2022 00:00,01-09-2022 00:00,56.92,295.62,100.98,114.91,1.1
01-09-2022 00:00,02-09-2022 00:00,69.97,375.44,88.32,105.57,1.59
02-09-2022 00:00,03-09-2022 00:00,64.79,193.1,83.06,110.61,2.71
03-09-2022 00:00,04-09-2022 00:00,47.6,372.23,103.82,110.93,1.47
04-09-2022 00:00,05-09-2022 00:00,40.9,309.91,77.04,88.3,0.78
05-09-2022 00:00,06-09-2022 00:00,46.24,293.12,70.89,83.49,1
06-09-2022 00:00,07-09-2022 00:00,57.62,304.21,72.83,87.37,1.17
07-09-2022 00:00,08-09-2022 00:00,63.55,262.16,36.62,60.95,1.1
08-09-2022 00:00,09-09-2022 00:00,70.73,207.04,19.22,43.51,1.1
09-09-2022 00:00,10-09-2022 00:00,61.73,130.09,9.78,28.53,0.93
10-09-2022 00:00,11-09-2022 00:00,54.4,113.14,17.62,33.78,0.92
11-09-2022 00:00,12-09-2022 00:00,27.02,76.91,7.38,20.97,0.57
12-09-2022 00:00,13-09-2022 00:00,26.1,90.95,14.46,27,0.66
13-09-2022 00:00,14-09-2022 00:00,23.31,83.12,14.76,27.78,0.73
14-09-2022 00:00,15-09-2022 00:00,20.81,74.03,14.04,26.72,0.81
15-09-2022 00:00,16-09-2022 00:00,18.97,73.8,26.29,35.43,0.67
16-09-2022 00:00,17-09-2022 00:00,19.57,42.6,52.74,59.63,1.12
17-09-2022 00:00,18-09-2022 00:00,40.21,172.69,36.31,52.18,1.25
18-09-2022 00:00,19-09-2022 00:00,71.55,393.2,60.23,78.23,1.43
19-09-2022 00:00,20-09-2022 00:00,99.1,473.11,87.05,102.95,1.95
20-09-2022 00:00,21-09-2022 00:00,72.59,359.38,66.75,84.57,2.31
21-09-2022 00:00,22-09-2022 00:00,52.27,189.47,75.22,89.32,1.69
22-09-2022 00:00,23-09-2022 00:00,32.09,69.95,54.15,65.75,1.13
23-09-2022 00:00,24-09-2022 00:00,33.38,52.21,44.12,60.8,1.09
24-09-2022 00:00,25-09-2022 00:00,28.72,50.35,17.51,34.05,0.76
25-09-2022 00:00,26-09-2022 00:00,27.11,85.24,71.57,84.35,1.09
26-09-2022 00:00,27-09-2022 00:00,61.59,240.43,71.14,85.7,1.78
27-09-2022 00:00,28-09-2022 00:00,57.39,417.93,88,102.54,1.97
28-09-2022 00:00,29-09-2022 00:00,90.35,559.6,115.3,131.12,2.62
29-09-2022 00:00,30-09-2022 00:00,97.47,574.12,103.17,121.71,2.41
30-09-2022 00:00,01-10-2022 00:00,107.01,554.88,99.24,120.34,2.51
01-10-2022 00:00,02-10-2022 00:00,108.54,567.01,135.7,150.26,2.57
02-10-2022 00:00,03-10-2022 00:00,94.53,543.08,129.51,147.82,2.29
03-10-2022 00:00,04-10-2022 00:00,63.29,455.82,59.57,99.48,1.13
04-10-2022 00:00,05-10-2022 00:00,87.57,470.38,90.14,128.01,1.59
05-10-2022 00:00,06-10-2022 00:00,112.89,330.83,32.38,68.52,2.18
06-10-2022 00:00,07-10-2022 00:00,16.38,64.79,13.7,27.01,0.41
07-10-2022 00:00,08-10-2022 00:00,24.01,70.88,22.99,38.55,1.07
08-10-2022 00:00,09-10-2022 00:00,25.92,56.68,18.28,32.22,0.66
09-10-2022 00:00,10-10-2022 00:00,18.28,39.18,15.24,24.32,0.54
10-10-2022 00:00,11-10-2022 00:00,19.51,40.87,14.4,23.23,0.55
11-10-2022 00:00,12-10-2022 00:00,43.85,95.47,105.16,110.61,2.08
12-10-2022 00:00,13-10-2022 00:00,106.64,304.44,118.05,137.07,3.63
13-10-2022 00:00,14-10-2022 00:00,72.01,415.3,128.34,142.65,2.16
14-10-2022 00:00,15-10-2022 00:00,88.48,446.72,88.09,111.56,1.88
15-10-2022 00:00,16-10-2022 00:00,120.23,631.69,152.7,197.71,3.87
16-10-2022 00:00,17-10-2022 00:00,163.98,548.6,167.23,190.8,4.54
17-10-2022 00:00,18-10-2022 00:00,154.51,573.52,182.46,210.99,4.63
18-10-2022 00:00,19-10-2022 00:00,162.16,583.05,56.58,100.66,5.88
19-10-2022 00:00,20-10-2022 00:00,167.76,632.39,23.59,82.11,5.35
20-10-2022 00:00,21-10-2022 00:00,137.51,500.34,19.88,82.84,3.68
21-10-2022 00:00,22-10-2022 00:00,151.03,497.98,31.68,76.59,4.46
22-10-2022 00:00,23-10-2022 00:00,141.41,497.8,46.14,79.11,4.34
23-10-2022 00:00,24-10-2022 00:00,152.53,544.89,45.4,93.31,3.32
24-10-2022 00:00,25-10-2022 00:00,181.19,466.93,28.49,78.37,2.7
25-10-2022 00:00,26-10-2022 00:00,179.21,421.96,156.69,173.6,2.42
26-10-2022 00:00,27-10-2022 00:00,153.41,438.74,202.06,228.76,3.33
27-10-2022 00:00,28-10-2022 00:00,230.7,605.61,185.97,217.21,5.68
28-10-2022 00:00,29-10-2022 00:00,267.48,647.07,177.21,250.26,7.27
29-10-2022 00:00,30-10-2022 00:00,252.13,633.52,203.51,240.67,7.14
30-10-2022 00:00,31-10-2022 00:00,283.96,586.76,186.13,221.59,7.69
31-10-2022 00:00,01-11-2022 00:00,294.62,543.81,196.86,239.04,6.85
01-11-2022 00:00,02-11-2022 00:00,293.94,521.29,139.53,200.48,6.51
02-11-2022 00:00,03-11-2022 00:00,276.01,547.35,195.67,227.22,4.87
03-11-2022 00:00,04-11-2022 00:00,398.79,687.22,202.04,227.85,6.57
04-11-2022 00:00,05-11-2022 00:00,320.45,572.09,49.17,109.72,7.5
05-11-2022 00:00,06-11-2022 00:00,172.2,306.3,39.89,72.77,2.5
06-11-2022 00:00,07-11-2022 00:00,169.07,313.82,77.83,113.03,3.06
07-11-2022 00:00,08-11-2022 00:00,193.11,372.34,151.06,164.73,3.73
08-11-2022 00:00,09-11-2022 00:00,230.47,387.84,106.65,176.61,3.69
09-11-2022 00:00,10-11-2022 00:00,130.69,306.06,128.65,166.72,3.07
10-11-2022 00:00,11-11-2022 00:00,195.62,432.75,189.75,252.26,3.94
11-11-2022 00:00,12-11-2022 00:00,186.35,391.55,208.44,270.77,3.31
12-11-2022 00:00,13-11-2022 00:00,193.65,413.55,178.97,194.29,3.69
13-11-2022 00:00,14-11-2022 00:00,168.86,422.57,None,None,3.89
14-11-2022 00:00,15-11-2022 00:00,160.94,409.61,42.95,79.81,4.55
15-11-2022 00:00,16-11-2022 00:00,116.69,329.15,125.57,143.73,3.36
16-11-2022 00:00,17-11-2022 00:00,117.4,249.28,92.25,109.1,2.66
17-11-2022 00:00,18-11-2022 00:00,126.86,294.42,133.19,149.77,2.87
18-11-2022 00:00,19-11-2022 00:00,156.3,373.35,174.04,190.48,3.02
19-11-2022 00:00,20-11-2022 00:00,191.57,499.79,249.75,261.34,5.56
20-11-2022 00:00,21-11-2022 00:00,230.4,471.91,205.63,221.12,4.02
21-11-2022 00:00,22-11-2022 00:00,171.68,391.14,175.18,197.86,3.25
22-11-2022 00:00,23-11-2022 00:00,123.98,336.45,163.23,181.05,3.35
23-11-2022 00:00,24-11-2022 00:00,123.18,365.04,213.29,221.52,3.38
24-11-2022 00:00,25-11-2022 00:00,126.95,321.96,127.66,156.58,3.05
25-11-2022 00:00,26-11-2022 00:00,242.43,466.42,198.97,241.02,7.44
26-11-2022 00:00,27-11-2022 00:00,223.27,427.9,197.14,222.87,5.47
27-11-2022 00:00,28-11-2022 00:00,234.99,463.77,157.3,191.82,5.84
28-11-2022 00:00,29-11-2022 00:00,287.26,539.79,185.95,228.35,7.51
29-11-2022 00:00,30-11-2022 00:00,306.11,579.51,150.31,195.68,9.2
30-11-2022 00:00,01-12-2022 00:00,267.54,530.39,228.04,269.35,5.64
01-12-2022 00:00,02-12-2022 00:00,269.93,497.49,210.27,253.46,6.27
02-12-2022 00:00,03-12-2022 00:00,248.84,445.04,173.31,260.05,5.37
03-12-2022 00:00,04-12-2022 00:00,294.94,494.35,97.59,175.34,5.85
04-12-2022 00:00,05-12-2022 00:00,323.55,519.66,161.97,207.55,6.43
05-12-2022 00:00,06-12-2022 00:00,220.81,415.91,218.04,257.8,4.63
06-12-2022 00:00,07-12-2022 00:00,197.21,344.75,223.87,255.04,3.73
07-12-2022 00:00,08-12-2022 00:00,139.67,257.33,178.84,206.39,2.75
08-12-2022 00:00,09-12-2022 00:00,179.23,314.13,187.41,212.11,4.21
09-12-2022 00:00,10-12-2022 00:00,207.26,356.68,200.36,235.44,4.36
10-12-2022 00:00,11-12-2022 00:00,317.55,451.28,203.53,265.53,8.1
11-12-2022 00:00,12-12-2022 00:00,180.88,298.08,175.96,206.17,4.28
12-12-2022 00:00,13-12-2022 00:00,116.45,237.22,177.19,204.7,3.09
13-12-2022 00:00,14-12-2022 00:00,86.35,210.06,135.35,156.94,1.97
14-12-2022 00:00,15-12-2022 00:00,106.21,201.95,126.4,144.93,2.11
15-12-2022 00:00,16-12-2022 00:00,115.91,228.78,198.47,210.51,2.56
16-12-2022 00:00,17-12-2022 00:00,189.76,321.28,153.14,177.91,3.82
17-12-2022 00:00,18-12-2022 00:00,279.21,420.82,255.17,264.06,5.89
18-12-2022 00:00,19-12-2022 00:00,378.27,519.88,239.36,284.37,6.6
19-12-2022 00:00,20-12-2022 00:00,365.44,477.48,260.16,280.68,7.56
